gene_id	variant_id	logafc	sample	Tissue	total_coverage	variants	log2_aFC	TOTAL_COUNT	dir	thresh
ENSG00000116132.12	chr1@170738534@T@C	1.47130572	GTOP-CC311-4003	Heart_Right_Ventricle	83	rs3820416	0.6935729986528256	212	same	20
ENSG00000180999.11	chr1@172453069@C@T	-1.2410081	GTOP-CC311-4003	Heart_Right_Ventricle	74	rs2285175	-1.2801079191927354	72	same	20
ENSG00000143632.15	chr1@229434056@A@G	-0.17510252	GTOP-CC311-4003	Heart_Right_Ventricle	16647	rs605430	-0.3340822951719914	2672	same	20
ENSG00000125534.11	chr20@63521958@G@C	-1.02686661	GTOP-CC311-4003	Heart_Right_Ventricle	404	rs1139147	-1.1683975316957187	682	same	20
ENSG00000185658.14	chr21@39297379@C@T	-0.87685177	GTOP-CC311-4003	Heart_Right_Ventricle	156	rs2142117	-0.7216988375128955	151	same	20
ENSG00000093072.19	chr22@17180294@G@A	-4.60486206	GTOP-CC311-4003	Heart_Right_Ventricle	76	rs117400104	-1.7472339296200334	244	same	20
ENSG00000100138.15	chr22@41674272@T@C	-1.34077416	GTOP-CC311-4003	Heart_Right_Ventricle	1021	rs8779	-0.7054300207330995	292	same	20
ENSG00000183023.19	chr2@40098015@T@C	-1.24392558	GTOP-CC311-4003	Heart_Right_Ventricle	64	rs3791998	-1.6438561897747246	33	same	20
ENSG00000180398.13	chr2@46903009@G@T	-0.4628254	GTOP-CC311-4003	Heart_Right_Ventricle	459	rs1051317	-0.37474479333081046	542	same	20
ENSG00000237651.8	chr2@61145163@C@G	0.92413105	GTOP-CC311-4003	Heart_Right_Ventricle	707	rs3213944	1.6438561897747246	66	same	20
ENSG00000138430.16	chr2@174075256@G@A	1.69408422	GTOP-CC311-4003	Heart_Right_Ventricle	593	rs1063613	0.733825886635639	245	same	20
ENSG00000240303.8	chr3@132558842@T@C	-2.47130572	GTOP-CC311-4003	Heart_Right_Ventricle	72	rs76584571	-1.4594316186372973	105	same	20
ENSG00000114796.16	chr3@183682953@G@T	6.06608919	GTOP-CC311-4003	Heart_Right_Ventricle	68	rs7430693	6.266786540694901	234	same	20
ENSG00000113790.11	chr3@185191137@T@C	-1.20163386	GTOP-CC311-4003	Heart_Right_Ventricle	66	rs79230744	-1	87	same	20
ENSG00000189058.9	chr3@195568790@C@T	0.14119634	GTOP-CC311-4003	Heart_Right_Ventricle	3804	rs7659	0.33386770819888756	816	same	20
ENSG00000305112.1	chr4@12456772@T@C	2.36257008	GTOP-CC311-4003	Heart_Right_Ventricle	43	rs7658509	3.3923174227787602	23	same	20
ENSG00000109819.9	chr4@23795377@C@T	2.80735492	GTOP-CC311-4003	Heart_Right_Ventricle	24	rs6821591	2.342392197447078	85	same	20
ENSG00000205678.8	chr4@64276992@C@T	-0.59208694	GTOP-CC311-4003	Heart_Right_Ventricle	1013	rs1483713	-0.6181293646563556	545	same	20
ENSG00000138744.17	chr4@75917705@A@T	2.04439412	GTOP-CC311-4003	Heart_Right_Ventricle	41	rs7686066	2.078002512001273	47	same	20
ENSG00000213949.10	chr5@52955624@A@G	-3.70043972	GTOP-CC311-4003	Heart_Right_Ventricle	42	rs56368798	-0.758991900496205	175	same	20
ENSG00000152377.15	chr5@136977098@A@G	-1.6026645	GTOP-CC311-4003	Heart_Right_Ventricle	109	rs2429085	-0.8314615388286503	542	same	20
ENSG00000113140.11	chr5@151661589@G@C	-0.40335569	GTOP-CC311-4003	Heart_Right_Ventricle	576	rs3549	-0.720028744951817	998	same	20
ENSG00000113240.14	chr5@178622187@T@C	1.44745898	GTOP-CC311-4003	Heart_Right_Ventricle	82	rs11249553	1.4799929411196135	72	same	20
ENSG00000124588.22	chr6@3000069@A@C	-2.39917109	GTOP-CC311-4003	Heart_Right_Ventricle	502	rs2071002	-1.561878887608115	166	same	20
ENSG00000112137.19	chr6@13288196@G@A	-0.6265416	GTOP-CC311-4003	Heart_Right_Ventricle	290	rs13191897	2.084888897586513	173	diff	20
ENSG00000001036.14	chr6@143495722@C@T	0.57469417	GTOP-CC311-4003	Heart_Right_Ventricle	351	rs8161	1.0193653248669312	112	same	20
ENSG00000235652.12	chr6@145815279@G@C	2.32192809	GTOP-CC311-4003	Heart_Right_Ventricle	36	rs62435775	1.8541491335365452	60	same	20
ENSG00000170027.7	chr7@76328327@C@A	2.23132555	GTOP-CC311-4003	Heart_Right_Ventricle	262	rs1046304	0.3055503592322317	1545	same	20
ENSG00000231721.9	chr7@130944812@C@G	-1.09423607	GTOP-CC311-4003	Heart_Right_Ventricle	627	rs2293749	-0.8413022539809418	201	same	20
ENSG00000189320.9	chr7@135730280@G@A	1.8930848	GTOP-CC311-4003	Heart_Right_Ventricle	33	rs3112371	1.8194277543581792	77	same	20
ENSG00000134020.8	chr8@22713505@A@G	1.73696559	GTOP-CC311-4003	Heart_Right_Ventricle	364	rs1047398	1.250543461650597	490	same	20
ENSG00000237807.5	chr8@53395571@T@C	-3.34577484	GTOP-CC311-4003	Heart_Right_Ventricle	67	rs112000009	-4	51	same	20
ENSG00000095209.12	chr9@105694607@A@C	-0.87409753	GTOP-CC311-4003	Heart_Right_Ventricle	1000	rs2271247	-1.6014506235097252	117	same	20
ENSG00000148175.13	chr9@121339285@C@T	0.66742466	GTOP-CC311-4003	Heart_Right_Ventricle	484	rs442472	0.614941658214026	643	same	20
ENSG00000229205.5	chr10@1159910@G@A	-2.8432745	GTOP-CC311-4018	Heart_Right_Atrium	139	rs12570526	-3.523561956057013	25	same	20
ENSG00000099250.18	chr10@33178393@G@T	1.23266076	GTOP-CC311-4018	Heart_Right_Atrium	67	rs1044210	-0.4604174027828528	316	diff	20
ENSG00000165633.13	chr10@49019084@C@T	-3	GTOP-CC311-4018	Heart_Right_Atrium	27	rs3810954	-2.359895945086383	92	same	20
ENSG00000107798.18	chr10@89247603@T@G	1.05444778	GTOP-CC311-4018	Heart_Right_Atrium	120	rs1051338	0.5519042121418606	254	same	20
ENSG00000099204.23	chr10@114436017@C@G	-0.61843721	GTOP-CC311-4018	Heart_Right_Atrium	360	rs1057139	0.490682552621737	2636	diff	20
ENSG00000142082.15	chr11@216290@G@A	-0.59494659	GTOP-CC311-4018	Heart_Right_Atrium	241	rs10714	-0.8744691179161412	238	same	20
ENSG00000167244.22	chr11@2129214@T@C	5.00562455	GTOP-CC311-4018	Heart_Right_Atrium	265	rs2585	3.950108194755672	938	same	20
ENSG00000251562.12	chr11@65500511@G@T	-0.48477857	GTOP-CC311-4018	Heart_Right_Atrium	763	rs186383930	0.14508803214500224	23825	diff	20
ENSG00000175334.8	chr11@66002942@G@A	-3.24792751	GTOP-CC311-4018	Heart_Right_Atrium	84	rs12794370	-3	36	same	20
ENSG00000084207.18	chr11@67585218@A@G	-0.80717204	GTOP-CC311-4018	Heart_Right_Atrium	3099	rs1695	-0.39329572012477726	2436	same	20
ENSG00000120451.11	chr11@130877336@C@G	-1.71620703	GTOP-CC311-4018	Heart_Right_Atrium	30	rs1050071	-0.5240197364958497	334	same	20
ENSG00000170421.13	chr12@52904985@A@G	-0.65159969	GTOP-CC311-4018	Heart_Right_Atrium	707	rs1065306	0.3758211028825643	664	diff	20
ENSG00000153531.15	chr13@113402209@C@T	-1.23446525	GTOP-CC311-4018	Heart_Right_Atrium	57	rs7338430	-0.7351723123431554	429	same	20
ENSG00000197616.13	chr14@23392602@A@G	-0.22751635	GTOP-CC311-4018	Heart_Right_Atrium	8629	rs365990	-0.09168594363648695	42153	same	20
ENSG00000100445.18	chr14@24440156@T@C	0.43263156	GTOP-CC311-4018	Heart_Right_Atrium	383	rs1043831	0.45675251844141584	465	same	20
ENSG00000185650.10	chr14@68788935@G@T	0.51667776	GTOP-CC311-4018	Heart_Right_Atrium	1665	rs6739	1.6595755614952483	653	same	20
ENSG00000100664.11	chr14@103334373@C@G	2.48542683	GTOP-CC311-4018	Heart_Right_Atrium	297	rs139351426	1.2552570552420745	105	same	20
ENSG00000286884.2	chr15@26261882@G@A	1.37851162	GTOP-CC311-4018	Heart_Right_Atrium	126	rs117414522	2	65	same	20
ENSG00000128918.15	chr15@57953831@T@C	0.86393845	GTOP-CC311-4018	Heart_Right_Atrium	141	rs1061278	0.5663468225538093	387	same	20
ENSG00000140988.16	chr16@1963197@A@G	-0.39345564	GTOP-CC311-4018	Heart_Right_Atrium	1675	rs138856363	0.28918097445137503	4475	diff	20
ENSG00000196502.15	chr16@28605736@G@A	-1.8930848	GTOP-CC311-4018	Heart_Right_Atrium	33	rs1042157	-2.53051471669878	183	same	20
ENSG00000289755.2	chr16@28605736@G@A	-3.23266076	GTOP-CC311-4018	Heart_Right_Atrium	52	rs1042157	-2.53051471669878	183	same	20
ENSG00000090857.14	chr16@70159502@G@A	-2.80735492	GTOP-CC311-4018	Heart_Right_Atrium	24	rs61587387	-1.1943780451668513	171	same	20
ENSG00000173991.6	chr17@39666058@A@C	-0.14113251	GTOP-CC311-4018	Heart_Right_Atrium	15939	rs1053651	-0.24271260985962517	30827	same	20
ENSG00000108370.17	chr17@65110813@C@T	-1.95419631	GTOP-CC311-4018	Heart_Right_Atrium	39	rs117460998	-1.3439544012173614	46	same	20
ENSG00000169738.8	chr17@82037104@G@A	-0.8813555	GTOP-CC311-4018	Heart_Right_Atrium	162	rs72861756	-0.9209284290088013	217	same	20
ENSG00000132199.20	chr18@674320@A@G	-1.43295941	GTOP-CC311-4018	Heart_Right_Atrium	111	rs3744962	-1.1263772857695555	226	same	20
ENSG00000101608.13	chr18@3252393@C@A	-2.06413034	GTOP-CC311-4018	Heart_Right_Atrium	57	rs56309710	-0.8572598278839179	194	same	20
ENSG00000118680.14	chr18@3262195@T@C	0.34177632	GTOP-CC311-4018	Heart_Right_Atrium	2095	rs11650	0.3972162221915996	519	same	20
ENSG00000263753.11	chr18@5243084@C@T	-1.9068906	GTOP-CC311-4018	Heart_Right_Atrium	38	rs12352	-1.2115041051937117	126	same	20
ENSG00000125730.18	chr19@6677978@G@A	-0.32514242	GTOP-CC311-4018	Heart_Right_Atrium	606	rs17030	0.3168571053399405	1024	diff	20
ENSG00000167775.11	chr19@8302149@T@C	0.39770018	GTOP-CC311-4018	Heart_Right_Atrium	679	rs250510	1.584962500721156	36	same	20
ENSG00000105193.9	chr19@39435869@A@C	1.05925208	GTOP-CC311-4018	Heart_Right_Atrium	993	rs17628	0.558424259860502	2668	same	20
ENSG00000235098.9	chr1@1419214@A@G	-2.45943162	GTOP-CC311-4018	Heart_Right_Atrium	39	rs3766165	-2.736965594166206	23	same	20
ENSG00000173641.18	chr1@16014456@A@T	0.17026999	GTOP-CC311-4018	Heart_Right_Atrium	4937	rs1048261	0.10063082955056198	13826	same	20
ENSG00000077549.19	chr1@19339003@A@C	-0.63774992	GTOP-CC311-4018	Heart_Right_Atrium	823	rs6889	-0.7580272096940357	183	same	20
ENSG00000117640.18	chr1@25820023@G@C	0.78783113	GTOP-CC311-4018	Heart_Right_Atrium	1246	rs1127818	0.6293566200796096	489	same	20
ENSG00000189334.9	chr1@153614832@C@T	6.48112669	GTOP-CC311-4018	Heart_Right_Atrium	271	rs11548104	2.584962500721156	21	same	20
ENSG00000143632.15	chr1@229434056@A@G	0.46320478	GTOP-CC311-4018	Heart_Right_Atrium	578	rs605430	0.5263208328125885	388	same	20
ENSG00000125534.11	chr20@63521958@G@C	-1.01515981	GTOP-CC311-4018	Heart_Right_Atrium	1716	rs1139147	-1.3266505051297655	642	same	20
ENSG00000183255.12	chr21@44851545@T@C	-0.44265399	GTOP-CC311-4018	Heart_Right_Atrium	946	rs2236442	-0.21306875623193408	1628	same	20
ENSG00000093072.19	chr22@17180294@G@A	-2.28293396	GTOP-CC311-4018	Heart_Right_Atrium	88	rs117400104	-1.4317162404254742	318	same	20
ENSG00000100138.15	chr22@41674272@T@C	-0.83625357	GTOP-CC311-4018	Heart_Right_Atrium	649	rs8779	-0.7624211748488762	515	same	20
ENSG00000128274.17	chr22@42692457@G@T	-1.21501289	GTOP-CC311-4018	Heart_Right_Atrium	93	rs3747193	-0.7237902054184728	175	same	20
ENSG00000237651.8	chr2@61145163@C@G	1.08448787	GTOP-CC311-4018	Heart_Right_Atrium	802	rs3213944	1.1783372412585125	124	same	20
ENSG00000138430.16	chr2@174075256@G@A	1.01748743	GTOP-CC311-4018	Heart_Right_Atrium	248	rs1063613	1.0312961304895385	347	same	20
ENSG00000135926.15	chr2@218275565@G@C	-0.4967619	GTOP-CC311-4018	Heart_Right_Atrium	393	rs2292550	-0.5385520357641981	878	same	20
ENSG00000124831.20	chr2@237764436@G@A	-1.94753258	GTOP-CC311-4018	Heart_Right_Atrium	34	rs57142688	-0.7004397181410921	168	same	20
ENSG00000184500.16	chr3@93873725@T@G	0.57989151	GTOP-CC311-4018	Heart_Right_Atrium	237	rs9681204	0.533577114454245	443	same	20
ENSG00000057019.16	chr3@98796317@G@A	1.46948528	GTOP-CC311-4018	Heart_Right_Atrium	49	rs704586	-3.2761244052742375	171	diff	20
ENSG00000240303.8	chr3@132558842@T@C	-3.64385619	GTOP-CC311-4018	Heart_Right_Atrium	27	rs76584571	-1.5501970825604794	55	same	20
ENSG00000121858.11	chr3@172505837@T@C	1.70043972	GTOP-CC311-4018	Heart_Right_Atrium	34	rs1131579	0.9740047914670554	83	same	20
ENSG00000109814.12	chr4@39499466@G@A	0.62058641	GTOP-CC311-4018	Heart_Right_Atrium	203	rs1046573	0.7258250365610057	138	same	20
ENSG00000205678.8	chr4@64276992@C@T	-0.68117782	GTOP-CC311-4018	Heart_Right_Atrium	151	rs1483713	-0.49893875688778905	806	same	20
ENSG00000138744.17	chr4@75917705@A@T	1.5849625	GTOP-CC311-4018	Heart_Right_Atrium	40	rs7686066	1.7198920808072646	73	same	20
ENSG00000246214.4	chr5@16627246@T@C	1.97400479	GTOP-CC311-4018	Heart_Right_Atrium	69	rs181941	1.067114195858537	130	same	20
ENSG00000113140.11	chr5@151662618@A@C	-0.37022365	GTOP-CC311-4018	Heart_Right_Atrium	862	rs1059279	-0.19385084068779285	1923	same	20
ENSG00000113312.12	chr5@160036549@G@C	-2.35363695	GTOP-CC311-4018	Heart_Right_Atrium	220	rs2271944	-2.527247002864869	115	same	20
ENSG00000124588.22	chr6@3000069@A@C	-2.04875931	GTOP-CC311-4018	Heart_Right_Atrium	411	rs2071002	-2.111031312388744	133	same	20
ENSG00000197061.5	chr6@26104220@A@G	-0.59882667999999994	GTOP-CC311-4018	Heart_Right_Atrium	2170	rs198852	-0.5752636740023548	991	same	20
ENSG00000111906.18	chr6@125275877@T@C	-1.36923381	GTOP-CC311-4018	Heart_Right_Atrium	43	rs9491353	-2.273018494406416	35	same	20
ENSG00000001036.14	chr6@143495722@C@T	0.54056838	GTOP-CC311-4018	Heart_Right_Atrium	270	rs8161	1.234465253637023	114	same	20
ENSG00000112031.16	chr6@152989197@A@G	-1.02466205	GTOP-CC311-4018	Heart_Right_Atrium	88	rs2236014	-4.044394119358453	70	same	20
ENSG00000164649.20	chr7@21902346@T@C	0.50316841	GTOP-CC311-4018	Heart_Right_Atrium	307	rs16891988	0.7907111659377324	374	same	20
ENSG00000241644.2	chr7@30752231@C@T	2.11547722	GTOP-CC311-4018	Heart_Right_Atrium	48	rs2240822	0.31673542566704	750	same	20
ENSG00000158604.16	chr7@44580045@A@C	-0.69389687	GTOP-CC311-4018	Heart_Right_Atrium	356	rs1136430	-0.6674246609131291	220	same	20
ENSG00000170027.7	chr7@76328327@C@A	2.04730571	GTOP-CC311-4018	Heart_Right_Atrium	154	rs1046304	0.5958782782003398	1984	same	20
ENSG00000231721.9	chr7@130944812@C@G	-0.94555222	GTOP-CC311-4018	Heart_Right_Atrium	316	rs2293749	-0.5647846187835259	357	same	20
ENSG00000134020.8	chr8@22713505@A@G	1.27462238	GTOP-CC311-4018	Heart_Right_Atrium	954	rs1047398	1.2153290288138792	1166	same	20
ENSG00000253738.4	chr8@91063676@T@C	1.01936532	GTOP-CC311-4018	Heart_Right_Atrium	336	rs10942	1.2941831044044583	145	same	20
ENSG00000107175.12	chr9@35732444@C@T	1.28010792	GTOP-CC311-4018	Heart_Right_Atrium	48	rs373964151	2.321928094887362	54	same	20
ENSG00000106733.21	chr9@75061389@T@C	1.19114149	GTOP-CC311-4018	Heart_Right_Atrium	197	rs1045882	1.2094533656289497	106	same	20
ENSG00000301664.1	chr9@91851924@C@T	-3.14048122	GTOP-CC311-4018	Heart_Right_Atrium	108	rs62564599	-2.9068905956085187	34	same	20
ENSG00000106819.13	chr9@92456547@G@T	1.11929893	GTOP-CC311-4018	Heart_Right_Atrium	92	rs8067	0.8514774752899119	129	same	20
ENSG00000148175.13	chr9@121339285@C@T	0.43404947	GTOP-CC311-4018	Heart_Right_Atrium	576	rs442472	0.6847631077115975	631	same	20
ENSG00000106992.19	chr9@127867954@G@T	-0.09052503	GTOP-CC311-4018	Heart_Right_Atrium	17377	rs4226	-0.26053937409019423	2332	same	20
ENSG00000148411.8	chr9@136007526@C@T	-1.6698514	GTOP-CC311-4018	Heart_Right_Atrium	46	rs1054980065	-1.1726393861393485	192	same	20
ENSG00000065809.14	chr10@14520202@G@A	-1.62449086	GTOP-CC311-4019	Heart_Left_Atrium	49	rs72784927	-0.9487746766448268	126	same	20
ENSG00000165887.12	chr10@97572731@A@C	1.51457317	GTOP-CC311-4019	Heart_Left_Atrium	54	rs12221474	1.9475325801058645	34	same	20
ENSG00000099204.23	chr10@114434158@A@G	0.87071698	GTOP-CC311-4019	Heart_Left_Atrium	99	rs10787530	0.33904457693004625	2505	same	20
ENSG00000142082.15	chr11@216290@G@A	-1.52869428	GTOP-CC311-4019	Heart_Left_Atrium	237	rs10714	-0.9284467389749659	270	same	20
ENSG00000167244.22	chr11@2129214@T@C	4.48443562	GTOP-CC311-4019	Heart_Left_Atrium	304	rs2585	4.122927521905143	1437	same	20
ENSG00000251562.12	chr11@65500511@G@T	-0.88085273	GTOP-CC311-4019	Heart_Left_Atrium	699	rs186383930	0.15229902813107488	33963	diff	20
ENSG00000289740.2	chr11@65500511@G@T	-1.3219280899999999	GTOP-CC311-4019	Heart_Left_Atrium	98	rs186383930	0.15229902813107488	33963	diff	20
ENSG00000175334.8	chr11@66002942@G@A	-2.61143471	GTOP-CC311-4019	Heart_Left_Atrium	64	rs12794370	-2.415037499278844	38	same	20
ENSG00000075415.15	chr12@98593667@G@A	0.81254137	GTOP-CC311-4019	Heart_Left_Atrium	328	rs28372744	1	114	same	20
ENSG00000280165.2	chr13@61412785@C@A	-2.24792751	GTOP-CC311-4019	Heart_Left_Atrium	23	rs3812872	-1.84799690655495	161	same	20
ENSG00000165795.25	chr14@21016818@G@A	0.77516192	GTOP-CC311-4019	Heart_Left_Atrium	667	rs57283422	0.7583789006820585	288	same	20
ENSG00000197616.13	chr14@23392602@A@G	-0.21834842	GTOP-CC311-4019	Heart_Left_Atrium	6183	rs365990	-0.12457148724369838	36944	same	20
ENSG00000185650.10	chr14@68788935@G@T	0.62178277	GTOP-CC311-4019	Heart_Left_Atrium	1244	rs6739	1.7040151723649197	528	same	20
ENSG00000100664.11	chr14@103334373@C@G	3.04439412	GTOP-CC311-4019	Heart_Left_Atrium	222	rs139351426	2.301169534720565	83	same	20
ENSG00000286884.2	chr15@26261882@G@A	1.47130572	GTOP-CC311-4019	Heart_Left_Atrium	83	rs117414522	1.5563933485243855	67	same	20
ENSG00000166557.14	chr15@79311142@C@A	-0.73180389	GTOP-CC311-4019	Heart_Left_Atrium	149	rs370297751	-1.632268215499513	41	same	20
ENSG00000140988.16	chr16@1963197@A@G	-0.54410469	GTOP-CC311-4019	Heart_Left_Atrium	939	rs138856363	0.2532913178101989	5482	diff	20
ENSG00000289755.2	chr16@28605736@G@A	-3.95419631	GTOP-CC311-4019	Heart_Left_Atrium	33	rs1042157	-2.3833286395515056	143	same	20
ENSG00000103051.21	chr16@70512331@G@A	-0.96829114	GTOP-CC311-4019	Heart_Left_Atrium	136	rs3762171	-0.6880559936852597	282	same	20
ENSG00000109099.16	chr17@15229806@C@A	-0.34907424	GTOP-CC311-4019	Heart_Left_Atrium	814	rs7415	0.7022001760055295	331	diff	20
ENSG00000101608.13	chr18@3252393@C@A	-1.44478484	GTOP-CC311-4019	Heart_Left_Atrium	67	rs56309710	-1.4694852833012202	98	same	20
ENSG00000099817.12	chr19@1088319@C@T	-0.59035576	GTOP-CC311-4019	Heart_Left_Atrium	1784	rs6844	-0.5446304066859381	327	same	20
ENSG00000077009.14	chr19@3933171@G@A	2.93859946	GTOP-CC311-4019	Heart_Left_Atrium	26	rs2304190	1.4150374992788437	44	same	20
ENSG00000167232.14	chr19@23362202@G@A	1.72246602	GTOP-CC311-4019	Heart_Left_Atrium	43	rs296092	0.536666943680375	794	same	20
ENSG00000105193.9	chr19@39435869@A@C	1.41629366	GTOP-CC311-4019	Heart_Left_Atrium	1053	rs17628	0.6011273201521631	3574	same	20
ENSG00000105483.18	chr19@48210188@G@T	-2	GTOP-CC311-4019	Heart_Left_Atrium	35	rs1062806	-1.4656635723488118	79	same	20
ENSG00000077549.19	chr1@19339003@A@C	-0.41628067	GTOP-CC311-4019	Heart_Left_Atrium	677	rs6889	-0.7515016873240866	212	same	20
ENSG00000117640.18	chr1@25820023@G@C	0.60481881	GTOP-CC311-4019	Heart_Left_Atrium	1152	rs1127818	0.5226782224668136	519	same	20
ENSG00000131238.18	chr1@40073404@C@T	-0.71701444	GTOP-CC311-4019	Heart_Left_Atrium	616	rs1126973	-0.5106897383425302	451	same	20
ENSG00000162384.14	chr1@53214418@G@A	-0.91908	GTOP-CC311-4019	Heart_Left_Atrium	159	rs1056425	-0.8372704999618917	209	same	20
ENSG00000183291.18	chr1@86863170@G@A	-1.18903382	GTOP-CC311-4019	Heart_Left_Atrium	164	rs924160734	-0.44488331006814197	706	same	20
ENSG00000221986.7	chr1@109292761@G@C	-0.98351188	GTOP-CC311-4019	Heart_Left_Atrium	131	rs2282292	-0.8845227825800641	259	same	20
ENSG00000180999.11	chr1@172453069@C@T	-1.3439544	GTOP-CC311-4019	Heart_Left_Atrium	46	rs2285175	-1.041820175694627	104	same	20
ENSG00000135842.17	chr1@184792052@G@A	-0.66296501	GTOP-CC311-4019	Heart_Left_Atrium	186	rs492126	-0.27163042952217886	1108	same	20
ENSG00000143632.15	chr1@229434056@A@G	0.73696559	GTOP-CC311-4019	Heart_Left_Atrium	856	rs605430	0.4528695728045828	1471	same	20
ENSG00000168275.16	chr1@234373657@C@G	1.105353	GTOP-CC311-4019	Heart_Left_Atrium	104	rs117011051	1.1154772174199359	76	same	20
ENSG00000125534.11	chr20@63521958@G@C	-1.18153629	GTOP-CC311-4019	Heart_Left_Atrium	1438	rs1139147	-1.1276478230959603	723	same	20
ENSG00000183255.12	chr21@44851537@C@T	-0.3335561	GTOP-CC311-4019	Heart_Left_Atrium	782	rs235314	-0.2369846169531311	1745	same	20
ENSG00000289009.3	chr21@44875435@T@C	2.32192809	GTOP-CC311-4019	Heart_Left_Atrium	24	rs77590565	1.5501970825604794	55	same	20
ENSG00000093072.19	chr22@17180294@G@A	-2.14974712	GTOP-CC311-4019	Heart_Left_Atrium	87	rs117400104	-1.648657176038546	397	same	20
ENSG00000100138.15	chr22@41674272@T@C	-0.9510904	GTOP-CC311-4019	Heart_Left_Atrium	484	rs8779	-1.0786569438749984	361	same	20
ENSG00000100288.20	chr22@50579047@A@G	-0.76938707	GTOP-CC311-4019	Heart_Left_Atrium	119	rs1056964	-0.8744691179161412	136	same	20
ENSG00000135624.17	chr2@73234355@C@A	0.30172098	GTOP-CC311-4019	Heart_Left_Atrium	931	rs1053329	0.8247160827190414	327	same	20
ENSG00000138430.16	chr2@174075256@G@A	1	GTOP-CC311-4019	Heart_Left_Atrium	249	rs1063613	0.6703539919518009	425	same	20
ENSG00000144455.14	chr3@4361469@T@G	1.13750352	GTOP-CC311-4019	Heart_Left_Atrium	176	rs14275	1.0395283641866373	110	same	20
ENSG00000240303.8	chr3@132558842@T@C	-3.27301849	GTOP-CC311-4019	Heart_Left_Atrium	32	rs76584571	-1.6629650127224294	75	same	20
ENSG00000168827.15	chr3@158644602@C@T	-1.47393119	GTOP-CC311-4019	Heart_Left_Atrium	68	rs28372852	-1.0223678130284544	97	same	20
ENSG00000138744.17	chr4@75917705@A@T	1.94753258	GTOP-CC311-4019	Heart_Left_Atrium	34	rs7686066	2.1043366598147357	53	same	20
ENSG00000112977.16	chr5@10680435@T@C	-1	GTOP-CC311-4019	Heart_Left_Atrium	135	rs9857	-0.4247154131811978	609	same	20
ENSG00000246214.4	chr5@16627016@C@G	1.80735492	GTOP-CC311-4019	Heart_Left_Atrium	36	rs171780	3.2094533656289497	82	same	20
ENSG00000246214.4	chr5@16627246@T@C	1.7548875	GTOP-CC311-4019	Heart_Left_Atrium	35	rs181941	1.2976805486406853	83	same	20
ENSG00000152377.15	chr5@136978324@T@G	-1.05183893	GTOP-CC311-4019	Heart_Left_Atrium	126	rs1051854	-0.5269303793497411	908	same	20
ENSG00000113312.12	chr5@160036549@G@C	-1.55942741	GTOP-CC311-4019	Heart_Left_Atrium	75	rs2271944	-1.6244908649077936	49	same	20
ENSG00000184347.16	chr5@168666517@G@A	-1.50901365	GTOP-CC311-4019	Heart_Left_Atrium	50	rs1048307	-0.6658167532059956	344	same	20
ENSG00000124588.22	chr6@3000069@A@C	-2.26096008	GTOP-CC311-4019	Heart_Left_Atrium	336	rs2071002	-1.7004397181410922	153	same	20
ENSG00000111906.18	chr6@125275604@T@A	-4.39231742	GTOP-CC311-4019	Heart_Left_Atrium	44	rs9491352	-2.9385994553358565	26	same	20
ENSG00000001036.14	chr6@143495722@C@T	0.67105148	GTOP-CC311-4019	Heart_Left_Atrium	267	rs8161	0.7589919004962051	175	same	20
ENSG00000223855.5	chr7@522588@T@G	1.03242148	GTOP-CC311-4019	Heart_Left_Atrium	335	rs9801136	1.84799690655495	46	same	20
ENSG00000170027.7	chr7@76328327@C@A	2.80735492	GTOP-CC311-4019	Heart_Left_Atrium	112	rs1046304	0.5798237774221835	1871	same	20
ENSG00000231721.9	chr7@130944812@C@G	-1.35989595	GTOP-CC311-4019	Heart_Left_Atrium	214	rs2293749	-0.6141088463806726	248	same	20
ENSG00000134020.8	chr8@22713505@A@G	1.21642346	GTOP-CC311-4019	Heart_Left_Atrium	575	rs1047398	1.2704518773962767	993	same	20
ENSG00000253738.4	chr8@91063676@T@C	1.05889369	GTOP-CC311-4019	Heart_Left_Atrium	222	rs10942	1.0641303374197155	136	same	20
ENSG00000147649.10	chr8@97644864@A@G	-0.51829146	GTOP-CC311-4019	Heart_Left_Atrium	377	rs1232908242	-0.49707326814485536	340	same	20
ENSG00000301664.1	chr9@91851792@G@T	-3.32192809	GTOP-CC311-4019	Heart_Left_Atrium	110	rs7864311	-1.956931278108114	83	same	20
ENSG00000095209.12	chr9@105694607@A@C	-0.70823388	GTOP-CC311-4019	Heart_Left_Atrium	187	rs2271247	-1.560087832082127	154	same	20
ENSG00000148175.13	chr9@121339285@C@T	0.64173969	GTOP-CC311-4019	Heart_Left_Atrium	489	rs442472	0.9897559685031969	633	same	20
ENSG00000106992.19	chr9@127867954@G@T	-0.16911763	GTOP-CC311-4019	Heart_Left_Atrium	12657	rs4226	-0.2497021772844683	2340	same	20
ENSG00000165633.13	chr10@49015569@G@A	3.32192809	GTOP-CC311-5032	Lung_Base	22	rs1996185	3.292781749227846	54	same	20
ENSG00000185303.17	chr10@79556852@T@C	1.26396493	GTOP-CC311-5032	Lung_Base	19331	rs3781185	1.2630851815848303	56353	same	20
ENSG00000107798.18	chr10@89213919@A@T	-0.93743431	GTOP-CC311-5032	Lung_Base	1099	rs1131706	-0.8844378757124356	4030	same	20
